IATA,ID,CITY_NAME,STATE_NAME,label,region
APF,10329,"Naples, FL",Florida,"APF - Naples, FL",Southeast
TMB,15260,"Miami, FL",Florida,"TMB - Miami, FL",Southeast
DRF,11410,"Drift River, AK",Alaska,"DRF - Drift River, AK",Alaska
EAA,11463,"Eagle, AK",Alaska,"EAA - Eagle, AK",Alaska
MLY,13381,"Manley Hot Springs, AK",Alaska,"MLY - Manley Hot Springs, AK",Alaska
TKE,15231,"Tenakee, AK",Alaska,"TKE - Tenakee, AK",Alaska
NKI,13693,"Naukiti, AK",Alaska,"NKI - Naukiti, AK",Alaska
WWP,15885,"Whale Pass, AK",Alaska,"WWP - Whale Pass, AK",Alaska
IGG,12294,"Igiugig, AK",Alaska,"IGG - Igiugig, AK",Alaska
SSW,15003,"Stuart Island, WA",Washington,"SSW - Stuart Island, WA",Northwest
WA3,16654,"Shaw Island, WA",Washington,"WA3 - Shaw Island, WA",Northwest
ASN,10380,"Talladega, AL",Alabama,"ASN - Talladega, AL",Southeast
CEF,10933,"Chicopee Falls, MA",Massachusetts,"CEF - Chicopee Falls, MA",Northeast
OKK,13854,"Kokomo/Logansport/Peru, IN",Indiana,"OKK - Kokomo/Logansport/Peru, IN",Midwest
OLS,13868,"Nogales, AZ",Arizona,"OLS - Nogales, AZ",Southwest
PAH,14006,"Paducah, KY",Kentucky,"PAH - Paducah, KY",Midwest
TTD,15351,"Troutdale, OR",Oregon,"TTD - Troutdale, OR",Northwest
MLU,13377,"Monroe, LA",Louisiana,"MLU - Monroe, LA",Southeast
PAM,14009,"Panama City, FL",Florida,"PAM - Panama City, FL",Southeast
EDF,11487,"Anchorage, AK",Alaska,"EDF - Anchorage, AK",Alaska
MIB,13304,"Minot, ND",North Dakota,"MIB - Minot, ND",Midwest
FSM,11778,"Fort Smith, AR",Arkansas,"FSM - Fort Smith, AR",Southeast
MVN,13537,"Mount Vernon, IL",Illinois,"MVN - Mount Vernon, IL",Midwest
TN8,12574,"Nashville, TN",Tennessee,"TN8 - Nashville, TN",Southeast
CKD,11028,"Crooked Creek, AK",Alaska,"CKD - Crooked Creek, AK",Alaska
FTW,11789,"Dallas/Fort Worth, TX",Texas,"FTW - Dallas/Fort Worth, TX",Southwest
MTJ,13502,"Montrose/Delta, CO",Colorado,"MTJ - Montrose/Delta, CO",Southwest
FPR,11732,"Fort Pierce, FL",Florida,"FPR - Fort Pierce, FL",Southeast
AAF,10122,"Apalachicola, FL",Florida,"AAF - Apalachicola, FL",Southeast
GGW,11908,"Glasgow, MT",Montana,"GGW - Glasgow, MT",Northwest
OVE,13981,"Oroville, CA",California,"OVE - Oroville, CA",Pacific
FFO,11668,"Dayton, OH",Ohio,"FFO - Dayton, OH",Midwest
IFP,10590,"Bullhead City, AZ",Arizona,"IFP - Bullhead City, AZ",Southwest
DAB,11252,"Daytona Beach, FL",Florida,"DAB - Daytona Beach, FL",Southeast
KOY,12771,"Olga Bay, AK",Alaska,"KOY - Olga Bay, AK",Alaska
KPR,12782,"Port Williams, AK",Alaska,"KPR - Port Williams, AK",Alaska
MRF,16679,"Marfa, TX",Texas,"MRF - Marfa, TX",Southwest
MTN,13505,"Baltimore, MD",Maryland,"MTN - Baltimore, MD",Northeast
PDK,14050,"Atlanta, GA",Georgia,"PDK - Atlanta, GA",Southeast
SCH,14713,"Schenectady, NY",New York,"SCH - Schenectady, NY",Northeast
SGR,14792,"Sugar Land, TX",Texas,"SGR - Sugar Land, TX",Southwest
UT1,15498,"Heber, UT",Utah,"UT1 - Heber, UT",Southwest
VRB,15628,"Vero Beach, FL",Florida,"VRB - Vero Beach, FL",Southeast
IRC,12370,"Circle, AK",Alaska,"IRC - Circle, AK",Alaska
WBB,15721,"Stebbins, AK",Alaska,"WBB - Stebbins, AK",Alaska
PML,14167,"Port Moller, AK",Alaska,"PML - Port Moller, AK",Alaska
WKK,15774,"Aleknagik, AK",Alaska,"WKK - Aleknagik, AK",Alaska
CEM,10938,"Central, AK",Alaska,"CEM - Central, AK",Alaska
WMO,15794,"White Mountain, AK",Alaska,"WMO - White Mountain, AK",Alaska
TAL,15124,"Tanana, AK",Alaska,"TAL - Tanana, AK",Alaska
FBK,11643,"Fairbanks, AK",Alaska,"FBK - Fairbanks, AK",Alaska
HYG,12252,"Hydaburg, AK",Alaska,"HYG - Hydaburg, AK",Alaska
OHC,13841,"Northeast Cape, AK",Alaska,"OHC - Northeast Cape, AK",Alaska
PIP,14119,"Pilot Point, AK",Alaska,"PIP - Pilot Point, AK",Alaska
TNC,15278,"Tin City, AK",Alaska,"TNC - Tin City, AK",Alaska
KFP,12663,"False Pass, AK",Alaska,"KFP - False Pass, AK",Alaska
KTB,12815,"Thorne Bay, AK",Alaska,"KTB - Thorne Bay, AK",Alaska
KEK,12653,"Ekwok, AK",Alaska,"KEK - Ekwok, AK",Alaska
KCL,12638,"Chignik Lagoon, AK",Alaska,"KCL - Chignik Lagoon, AK",Alaska
KPB,12773,"Point Baker, AK",Alaska,"KPB - Point Baker, AK",Alaska
KLL,12720,"Levelock, AK",Alaska,"KLL - Levelock, AK",Alaska
SKF,14853,"San Antonio, TX",Texas,"SKF - San Antonio, TX",Southwest
A43,10056,"Kodiak Island, AK",Alaska,"A43 - Kodiak Island, AK",Alaska
KPY,12785,"Port Bailey, AK",Alaska,"KPY - Port Bailey, AK",Alaska
MMH,13388,"Mammoth Lakes, CA",California,"MMH - Mammoth Lakes, CA",Pacific
STS,15023,"Santa Rosa, CA",California,"STS - Santa Rosa, CA",Pacific
UTM,15502,"Tunica, MS",Mississippi,"UTM - Tunica, MS",Southeast
ALZ,10278,"Lazy Bay, AK",Alaska,"ALZ - Lazy Bay, AK",Alaska
JST,12559,"Johnstown, PA",Pennsylvania,"JST - Johnstown, PA",Northeast
LWB,13121,"Lewisburg, WV",West Virginia,"LWB - Lewisburg, WV",Northeast
PTA,14268,"Port Alsworth, AK",Alaska,"PTA - Port Alsworth, AK",Alaska
FLO,11699,"Florence, SC",South Carolina,"FLO - Florence, SC",Southeast
BQK,10731,"Brunswick, GA",Georgia,"BQK - Brunswick, GA",Southeast
GTR,12007,"Columbus, MS",Mississippi,"GTR - Columbus, MS",Southeast
LBL,12902,"Liberal, KS",Kansas,"LBL - Liberal, KS",Southwest
SHR,14812,"Sheridan, WY",Wyoming,"SHR - Sheridan, WY",Northwest
TPL,15310,"Temple, TX",Texas,"TPL - Temple, TX",Southwest
BIF,10615,"El Paso, TX",Texas,"BIF - El Paso, TX",Southwest
MLI,13367,"Moline, IL",Illinois,"MLI - Moline, IL",Midwest
NQX,13736,"Key West, FL",Florida,"NQX - Key West, FL",Southeast
WSN,15853,"South Naknek, AK",Alaska,"WSN - South Naknek, AK",Alaska
KCC,12633,"Coffman Cove, AK",Alaska,"KCC - Coffman Cove, AK",Alaska
GBD,11856,"Great Bend, KS",Kansas,"GBD - Great Bend, KS",Southwest
HOT,12190,"Hot Springs, AR",Arkansas,"HOT - Hot Springs, AR",Southeast
PTV,14283,"Porterville, CA",California,"PTV - Porterville, CA",Pacific
JLN,12511,"Joplin, MO",Missouri,"JLN - Joplin, MO",Midwest
STC,15008,"St. Cloud, MN",Minnesota,"STC - St. Cloud, MN",Midwest
A3K,16696,"Smith Bay, AK",Alaska,"A3K - Smith Bay, AK",Alaska
DQH,11388,"Alpine, AK",Alaska,"DQH - Alpine, AK",Alaska
HNM,12174,"Hana, HI",Hawaii,"HNM - Hana, HI",Pacific
JRF,12549,"Kapolei, HI",Hawaii,"JRF - Kapolei, HI",Pacific
LUP,13109,"Kalaupapa, HI",Hawaii,"LUP - Kalaupapa, HI",Pacific
MUE,13520,"Kamuela, HI",Hawaii,"MUE - Kamuela, HI",Pacific
HGR,12119,"Hagerstown, MD",Maryland,"HGR - Hagerstown, MD",Northeast
TN4,15273,"Pulaski, TN",Tennessee,"TN4 - Pulaski, TN",Southeast
CRP,11140,"Corpus Christi, TX",Texas,"CRP - Corpus Christi, TX",Southwest
MOB,13422,"Mobile, AL",Alabama,"MOB - Mobile, AL",Southeast
SRQ,14986,"Sarasota/Bradenton, FL",Florida,"SRQ - Sarasota/Bradenton, FL",Southeast
ALS,10272,"Alamosa, CO",Colorado,"ALS - Alamosa, CO",Southwest
WRL,15843,"Worland, WY",Wyoming,"WRL - Worland, WY",Northwest
A02,10015,"Deadmans Bay, AK",Alaska,"A02 - Deadmans Bay, AK",Alaska
KKB,12705,"Kitoi Bay, AK",Alaska,"KKB - Kitoi Bay, AK",Alaska
KWP,12854,"West Point, AK",Alaska,"KWP - West Point, AK",Alaska
ADK,10165,"Adak Island, AK",Alaska,"ADK - Adak Island, AK",Alaska
FNR,11720,"Funter Bay Alaska, AK",Alaska,"FNR - Funter Bay Alaska, AK",Alaska
BFD,10557,"Bradford, PA",Pennsylvania,"BFD - Bradford, PA",Northeast
SPN,14955,"Saipan, TT",U.S. Pacific Trust Territories and Possessions,"SPN - Saipan, TT",Pacific
TIQ,15215,"Tinian, TT",U.S. Pacific Trust Territories and Possessions,"TIQ - Tinian, TT",Pacific
JRV,12553,"Ceiba, PR",Puerto Rico,"JRV - Ceiba, PR",Southeast
CIK,11007,"Chalkyitsik, AK",Alaska,"CIK - Chalkyitsik, AK",Alaska
UTO,15504,"Utopia, AK",Alaska,"UTO - Utopia, AK",Alaska
GNV,11953,"Gainesville, FL",Florida,"GNV - Gainesville, FL",Southeast
EIL,11517,"Fairbanks, AK",Alaska,"EIL - Fairbanks, AK",Alaska
GRK,11982,"Killeen, TX",Texas,"GRK - Killeen, TX",Southwest
KVC,12841,"King Cove, AK",Alaska,"KVC - King Cove, AK",Alaska
UGS,15448,"Ugashik, AK",Alaska,"UGS - Ugashik, AK",Alaska
EXI,11619,"Excursion Inlet, AK",Alaska,"EXI - Excursion Inlet, AK",Alaska
ECG,11479,"Elizabeth City, NC",North Carolina,"ECG - Elizabeth City, NC",Southeast
PUW,14303,"Pullman, WA",Washington,"PUW - Pullman, WA",Northwest
XXP,15973,"Lakeport, CA",California,"XXP - Lakeport, CA",Pacific
SRV,14987,"Stony River, AK",Alaska,"SRV - Stony River, AK",Alaska
MRB,13463,"Martinsburg, WV",West Virginia,"MRB - Martinsburg, WV",Northeast
SOV,14942,"Seldovia, AK",Alaska,"SOV - Seldovia, AK",Alaska
IKO,12315,"Nikolski, AK",Alaska,"IKO - Nikolski, AK",Alaska
JZM,12591,"Hog River, AK",Alaska,"JZM - Hog River, AK",Alaska
FAY,11641,"Fayetteville, NC",North Carolina,"FAY - Fayetteville, NC",Southeast
YUM,16218,"Yuma, AZ",Arizona,"YUM - Yuma, AZ",Southwest
MKL,13348,"Jackson, TN",Tennessee,"MKL - Jackson, TN",Southeast
CZN,11245,"Chisana, AK",Alaska,"CZN - Chisana, AK",Alaska
RAC,14447,"Racine, WI",Wisconsin,"RAC - Racine, WI",Midwest
AGS,10208,"Augusta, GA",Georgia,"AGS - Augusta, GA",Southeast
MXF,13555,"Montgomery, AL",Alabama,"MXF - Montgomery, AL",Southeast
NJK,13689,"El Centro, CA",California,"NJK - El Centro, CA",Pacific
SVW,15063,"Sparrevohn, AK",Alaska,"SVW - Sparrevohn, AK",Alaska
APA,10325,"Denver, CO",Colorado,"APA - Denver, CO",Southwest
CGF,10965,"Cleveland, OH",Ohio,"CGF - Cleveland, OH",Midwest
GPT,11973,"Gulfport/Biloxi, MS",Mississippi,"GPT - Gulfport/Biloxi, MS",Southeast
VEL,15582,"Vernal, UT",Utah,"VEL - Vernal, UT",Southwest
NEW,13655,"New Orleans, LA",Louisiana,"NEW - New Orleans, LA",Southeast
STP,15020,"Minneapolis/St. Paul, MN",Minnesota,"STP - Minneapolis/St. Paul, MN",Midwest
HSH,12211,"Las Vegas, NV",Nevada,"HSH - Las Vegas, NV",Pacific
JXN,12576,"Jackson, MI",Michigan,"JXN - Jackson, MI",Midwest
SWO,15074,"Stillwater, OK",Oklahoma,"SWO - Stillwater, OK",Southwest
BBD,16665,"Brady, TX",Texas,"BBD - Brady, TX",Southwest
FOD,11725,"Fort Dodge, IA",Iowa,"FOD - Fort Dodge, IA",Midwest
PBF,14024,"Pine Bluff, AR",Arkansas,"PBF - Pine Bluff, AR",Southeast
T5X,16709,"Castroville , TX",Texas,"T5X - Castroville , TX",Southwest
A72,10085,"Chinitna Bay, AK",Alaska,"A72 - Chinitna Bay, AK",Alaska
SWD,15069,"Seward, AK",Alaska,"SWD - Seward, AK",Alaska
KZB,12869,"Zachar Bay, AK",Alaska,"KZB - Zachar Bay, AK",Alaska
KMO,12737,"Manokotak, AK",Alaska,"KMO - Manokotak, AK",Alaska
AGC,10198,"Pittsburgh, PA",Pennsylvania,"AGC - Pittsburgh, PA",Northeast
FYV,11834,"Fayetteville, AR",Arkansas,"FYV - Fayetteville, AR",Southeast
GAD,11840,"Gadsden, AL",Alabama,"GAD - Gadsden, AL",Southeast
CGA,10961,"Craig, AK",Alaska,"CGA - Craig, AK",Alaska
EDA,11484,"Edna Bay, AK",Alaska,"EDA - Edna Bay, AK",Alaska
TCT,15160,"Takotna, AK",Alaska,"TCT - Takotna, AK",Alaska
05A,10005,"Little Squaw, AK",Alaska,"05A - Little Squaw, AK",Alaska
BTT,10783,"Bettles, AK",Alaska,"BTT - Bettles, AK",Alaska
LUR,13111,"Cape Lisburne, AK",Alaska,"LUR - Cape Lisburne, AK",Alaska
UMT,15472,"Umiat, AK",Alaska,"UMT - Umiat, AK",Alaska
MDO,13226,"Middleton Island, AK",Alaska,"MDO - Middleton Island, AK",Alaska
LFI,12947,"Newport News/Hampton, VA",Virginia,"LFI - Newport News/Hampton, VA",Northeast
RQZ,14618,"Mary Esther, FL",Florida,"RQZ - Mary Esther, FL",Southeast
CDL,10923,"Candle, AK",Alaska,"CDL - Candle, AK",Alaska
DTR,11431,"Decatur Island, WA",Washington,"DTR - Decatur Island, WA",Northwest
FTY,11790,"Atlanta, GA",Georgia,"FTY - Atlanta, GA",Southeast
EFD,11495,"Houston, TX",Texas,"EFD - Houston, TX",Southwest
EGP,11506,"Eagle Pass, TX",Texas,"EGP - Eagle Pass, TX",Southwest
LBE,12898,"Latrobe, PA",Pennsylvania,"LBE - Latrobe, PA",Northeast
OWB,13983,"Owensboro, KY",Kentucky,"OWB - Owensboro, KY",Midwest
SDY,14745,"Sidney, MT",Montana,"SDY - Sidney, MT",Northwest
DEC,11288,"Decatur, IL",Illinois,"DEC - Decatur, IL",Midwest
LAL,12882,"Lakeland, FL",Florida,"LAL - Lakeland, FL",Southeast
A03,10016,"Hallo Bay, AK",Alaska,"A03 - Hallo Bay, AK",Alaska
POB,14197,"Fayetteville, NC",North Carolina,"POB - Fayetteville, NC",Southeast
MVC,16527,"Monroeville, AL",Alabama,"MVC - Monroeville, AL",Southeast
SYA,15090,"Shemya, AK",Alaska,"SYA - Shemya, AK",Alaska
WAL,15713,"Chincoteague, VA",Virginia,"WAL - Chincoteague, VA",Northeast
AHN,10216,"Athens, GA",Georgia,"AHN - Athens, GA",Southeast
QQT,14430,"Peachtree City, GA",Georgia,"QQT - Peachtree City, GA",Southeast
SVH,15054,"Statesville, NC",North Carolina,"SVH - Statesville, NC",Southeast
IGM,12297,"Kingman, AZ",Arizona,"IGM - Kingman, AZ",Southwest
KNB,12745,"Kanab, UT",Utah,"KNB - Kanab, UT",Southwest
DQL,11392,"Anchorage, AK",Alaska,"DQL - Anchorage, AK",Alaska
HFD,12108,"Hartford, CT",Connecticut,"HFD - Hartford, CT",Northeast
HKB,12141,"Healy, AK",Alaska,"HKB - Healy, AK",Alaska
KOZ,12772,"Ouzinkie, AK",Alaska,"KOZ - Ouzinkie, AK",Alaska
A63,10076,"Yukon Charley Rivvers, AK",Alaska,"A63 - Yukon Charley Rivvers, AK",Alaska
TN6,15275,"Dyersburg, TN",Tennessee,"TN6 - Dyersburg, TN",Southeast
LSE,13076,"La Crosse, WI",Wisconsin,"LSE - La Crosse, WI",Midwest
WA6,15707,"Stehekin, WA",Washington,"WA6 - Stehekin, WA",Northwest
LPO,13052,"La Porte, IN",Indiana,"LPO - La Porte, IN",Midwest
BVY,10815,"Beverly, MA",Massachusetts,"BVY - Beverly, MA",Northeast
MQI,16634,"Quincy, MA",Massachusetts,"MQI - Quincy, MA",Northeast
GAI,11842,"Gaithersburg, MD",Maryland,"GAI - Gaithersburg, MD",Northeast
VA7,16721,"Bridgewater, VA",Virginia,"VA7 - Bridgewater, VA",Northeast
BFT,10569,"Beaufort, SC",South Carolina,"BFT - Beaufort, SC",Southeast
HTO,12222,"East Hampton, NY",New York,"HTO - East Hampton, NY",Northeast
MMI,13389,"Athens, TN",Tennessee,"MMI - Athens, TN",Southeast
UXR,15532,"Monument Valley, UT",Utah,"UXR - Monument Valley, UT",Southwest
CTH,11165,"Coatesville, PA",Pennsylvania,"CTH - Coatesville, PA",Northeast
DCK,11280,"Dahl Creek, AK",Alaska,"DCK - Dahl Creek, AK",Alaska
VIK,15599,"Kavik River, AK",Alaska,"VIK - Kavik River, AK",Alaska
ZXF,16339,"Illinois Creek, AK",Alaska,"ZXF - Illinois Creek, AK",Alaska
OGS,13832,"Ogdensburg, NY",New York,"OGS - Ogdensburg, NY",Northeast
NTU,13763,"Oceana, VA",Virginia,"NTU - Oceana, VA",Northeast
XSD,15930,"Tonopah, NV",Nevada,"XSD - Tonopah, NV",Pacific
AST,10385,"Astoria/Seaside, OR",Oregon,"AST - Astoria/Seaside, OR",Northwest
ELN,11538,"Ellensburg, WA",Washington,"ELN - Ellensburg, WA",Northwest
VWE,15650,"Chelan, WA",Washington,"VWE - Chelan, WA",Northwest
WA7,15708,"Chelan, WA",Washington,"WA7 - Chelan, WA",Northwest
MUO,13525,"Mountain Home, ID",Idaho,"MUO - Mountain Home, ID",Northwest
NKX,13700,"San Diego, CA",California,"NKX - San Diego, CA",Pacific
MNZ,13418,"Manassas, VA",Virginia,"MNZ - Manassas, VA",Northeast
NHZ,13674,"Brunswick, ME",Maine,"NHZ - Brunswick, ME",Northeast
SFM,14769,"Sanford, ME",Maine,"SFM - Sanford, ME",Northeast
SOP,14938,"Pinehurst/Southern Pines, NC",North Carolina,"SOP - Pinehurst/Southern Pines, NC",Southeast
GLR,11938,"Gaylord, MI",Michigan,"GLR - Gaylord, MI",Midwest
MCK,13200,"McCook, NE",Nebraska,"MCK - McCook, NE",Midwest
OSH,13949,"Oshkosh, WI",Wisconsin,"OSH - Oshkosh, WI",Midwest
QQY,14435,"San Marcos, TX",Texas,"QQY - San Marcos, TX",Southwest
ENV,11563,"Wendover, UT",Utah,"ENV - Wendover, UT",Southwest
NNK,13714,"Naknek, AK",Alaska,"NNK - Naknek, AK",Alaska
VZY,15700,"Katmai Lodge, AK",Alaska,"VZY - Katmai Lodge, AK",Alaska
A52,10065,"Silver Salmon Creek, AK",Alaska,"A52 - Silver Salmon Creek, AK",Alaska
EHM,11512,"Cape Newenham, AK",Alaska,"EHM - Cape Newenham, AK",Alaska
PSE,14254,"Ponce, PR",Puerto Rico,"PSE - Ponce, PR",Southeast
GST,11997,"Gustavus, AK",Alaska,"GST - Gustavus, AK",Alaska
LPS,13055,"Lopez Island, WA",Washington,"LPS - Lopez Island, WA",Northwest
WA5,15706,"Winthrop, WA",Washington,"WA5 - Winthrop, WA",Northwest
SZL,15108,"Knob Noster, MO",Missouri,"SZL - Knob Noster, MO",Midwest
ISQ,12392,"Manistique, MI",Michigan,"ISQ - Manistique, MI",Midwest
OSU,13958,"Columbus, OH",Ohio,"OSU - Columbus, OH",Midwest
FET,11663,"Fremont, NE",Nebraska,"FET - Fremont, NE",Midwest
PGS,14091,"Peach Springs, AZ",Arizona,"PGS - Peach Springs, AZ",Southwest
TRM,15325,"Thermal, CA",California,"TRM - Thermal, CA",Pacific
LYH,13139,"Lynchburg, VA",Virginia,"LYH - Lynchburg, VA",Northeast
VGT,15589,"Las Vegas, NV",Nevada,"VGT - Las Vegas, NV",Pacific
GCY,11870,"Greeneville, TN",Tennessee,"GCY - Greeneville, TN",Southeast
AND,10300,"Anderson, SC",South Carolina,"AND - Anderson, SC",Southeast
FKL,11684,"Franklin/Oil City, PA",Pennsylvania,"FKL - Franklin/Oil City, PA",Northeast
F70,11627,"Murrieta/Temecula, CA",California,"F70 - Murrieta/Temecula, CA",Pacific
NY1,13781,"Kingston, NY",New York,"NY1 - Kingston, NY",Northeast
ORI,13934,"Port Lions, AK",Alaska,"ORI - Port Lions, AK",Alaska
RMP,14559,"Rampart, AK",Alaska,"RMP - Rampart, AK",Alaska
KCG,12635,"Chignik Bay, AK",Alaska,"KCG - Chignik Bay, AK",Alaska
KCQ,12641,"Chignik, AK",Alaska,"KCQ - Chignik, AK",Alaska
KPV,12784,"Perryville, AK",Alaska,"KPV - Perryville, AK",Alaska
AGN,10204,"Angoon, AK",Alaska,"AGN - Angoon, AK",Alaska
KNK,12748,"Kokhanok, AK",Alaska,"KNK - Kokhanok, AK",Alaska
NNL,13715,"Nondalton, AK",Alaska,"NNL - Nondalton, AK",Alaska
ECP,11481,"Panama City, FL",Florida,"ECP - Panama City, FL",Southeast
KXA,12857,"Kasaan, AK",Alaska,"KXA - Kasaan, AK",Alaska
WMK,15793,"Meyers Chuck, AK",Alaska,"WMK - Meyers Chuck, AK",Alaska
CLP,11053,"Clarks Point, AK",Alaska,"CLP - Clarks Point, AK",Alaska
KGK,12671,"Koliganek, AK",Alaska,"KGK - Koliganek, AK",Alaska
LIJ,12983,"Long Island, AK",Alaska,"LIJ - Long Island, AK",Alaska
AIK,10224,"Aiken, SC",South Carolina,"AIK - Aiken, SC",Southeast
BDR,10535,"Bridgeport, CT",Connecticut,"BDR - Bridgeport, CT",Northeast
VT1,16588,"West Dover, VT",Vermont,"VT1 - West Dover, VT",Northeast
GFL,11899,"Glens Falls, NY",New York,"GFL - Glens Falls, NY",Northeast
PPV,14229,"Port Protection, AK",Alaska,"PPV - Port Protection, AK",Alaska
APC,10327,"Napa, CA",California,"APC - Napa, CA",Pacific
MNT,13415,"Minto, AK",Alaska,"MNT - Minto, AK",Alaska
NLG,13704,"Nelson Lagoon, AK",Alaska,"NLG - Nelson Lagoon, AK",Alaska
HVN,12244,"New Haven, CT",Connecticut,"HVN - New Haven, CT",Northeast
LEB,12932,"Lebanon-Hanover, NH",New Hampshire,"LEB - Lebanon-Hanover, NH",Northeast
LEW,12944,"Lewiston/Auburn, ME",Maine,"LEW - Lewiston/Auburn, ME",Northeast
ROG,14577,"Rogers, AR",Arkansas,"ROG - Rogers, AR",Southeast
HYL,12253,"Hollis, AK",Alaska,"HYL - Hollis, AK",Alaska
PEC,14062,"Pelican, AK",Alaska,"PEC - Pelican, AK",Alaska
06A,10006,"Kizhuyak, AK",Alaska,"06A - Kizhuyak, AK",Alaska
A29,10042,"Kiluda Bay, AK",Alaska,"A29 - Kiluda Bay, AK",Alaska
AKK,10243,"Akhiok, AK",Alaska,"AKK - Akhiok, AK",Alaska
DGB,11299,"Danger Bay, AK",Alaska,"DGB - Danger Bay, AK",Alaska
KLN,12721,"Larsen Bay, AK",Alaska,"KLN - Larsen Bay, AK",Alaska
PCT,14044,"Princeton, NJ",New Jersey,"PCT - Princeton, NJ",Northeast
BKG,10643,"Branson, MO",Missouri,"BKG - Branson, MO",Midwest
BPT,10728,"Beaumont/Port Arthur, TX",Texas,"BPT - Beaumont/Port Arthur, TX",Southwest
AUG,10414,"Augusta/Waterville, ME",Maine,"AUG - Augusta/Waterville, ME",Northeast
MTP,13507,"Montauk Point, NY",New York,"MTP - Montauk Point, NY",Northeast
NY7,16498,"Skaneateles, NY",New York,"NY7 - Skaneateles, NY",Northeast
OXC,13987,"Waterbury, CT",Connecticut,"OXC - Waterbury, CT",Northeast
PNE,14182,"Philadelphia, PA",Pennsylvania,"PNE - Philadelphia, PA",Northeast
RUT,14648,"Rutland, VT",Vermont,"RUT - Rutland, VT",Northeast
VGC,16454,"Hamilton, NY",New York,"VGC - Hamilton, NY",Northeast
LVK,13117,"Livermore, CA",California,"LVK - Livermore, CA",Pacific
FDK,11656,"Frederick, MD",Maryland,"FDK - Frederick, MD",Northeast
SSI,14996,"Brunswick, GA",Georgia,"SSI - Brunswick, GA",Southeast
UES,15440,"Waukesha, WI",Wisconsin,"UES - Waukesha, WI",Midwest
BHB,10589,"Bar Harbor, ME",Maine,"BHB - Bar Harbor, ME",Northeast
OLH,13863,"Old Harbor, AK",Alaska,"OLH - Old Harbor, AK",Alaska
DHB,16603,"Deer Harbor, WA",Washington,"DHB - Deer Harbor, WA",Northwest
BID,10613,"Block Island, RI",Rhode Island,"BID - Block Island, RI",Northeast
MSV,13493,"Monticello, NY",New York,"MSV - Monticello, NY",Northeast
N3Y,16724,"Ticonderoga, NY",New York,"N3Y - Ticonderoga, NY",Northeast
NPT,13731,"Newport, RI",Rhode Island,"NPT - Newport, RI",Northeast
WST,15855,"Westerly, RI",Rhode Island,"WST - Westerly, RI",Northeast
CZF,11241,"Cape Romanzof, AK",Alaska,"CZF - Cape Romanzof, AK",Alaska
AK6,16581,"Gold King 2, AK",Alaska,"AK6 - Gold King 2, AK",Alaska
SVS,15061,"Stevens Village, AK",Alaska,"SVS - Stevens Village, AK",Alaska
BML,10687,"Berlin, NH",New Hampshire,"BML - Berlin, NH",Northeast
PSF,14255,"Pittsfield, MA",Massachusetts,"PSF - Pittsfield, MA",Northeast
JEF,12474,"Jefferson City, MO",Missouri,"JEF - Jefferson City, MO",Midwest
DVL,11447,"Devils Lake, ND",North Dakota,"DVL - Devils Lake, ND",Midwest
INL,12343,"International Falls, MN",Minnesota,"INL - International Falls, MN",Midwest
SPI,14952,"Springfield, IL",Illinois,"SPI - Springfield, IL",Midwest
JMS,12519,"Jamestown, ND",North Dakota,"JMS - Jamestown, ND",Midwest
